Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,sex_F,age,address_U,famsize_GT3,Pstatus_T,schoolsup_yes,famsup_yes,higher_yes,internet_yes,romantic_yes,G3,y_true,y_pred,signed_error,regression_error
1,2,1,1,1,5,3,5,5,5,1,12,6,7,0,17,1,1,1,0,1,0,1,1,7,7,6.4632,0.5368000000000004,0.5368000000000004
4,3,1,1,0,4,2,5,1,5,5,8,14,12,0,16,1,0,1,0,0,1,1,0,13,13,12.9623,0.0376999999999991,0.0376999999999991
2,2,3,4,1,1,3,5,3,5,3,2,10,8,0,17,0,0,1,0,1,1,0,0,9,9,7.3129,1.6871,1.6871
1,1,1,4,0,2,2,1,1,1,5,0,14,14,1,16,1,1,1,1,1,1,1,0,14,14,13.8429,0.1570999999999998,0.1570999999999998
2,2,1,3,0,5,4,5,1,1,1,0,12,13,1,19,1,0,1,0,0,1,1,1,13,13,12.5786,0.4214000000000002,0.4214000000000002
1,1,2,1,0,4,4,5,1,2,5,0,11,11,1,17,0,1,1,0,1,1,1,1,11,11,11.2553,-0.2553000000000001,0.2553000000000001
3,3,2,2,1,3,3,4,2,4,3,8,11,9,1,20,1,1,1,0,0,1,1,1,10,10,8.37,1.6300000000000008,1.6300000000000008
1,1,1,3,0,4,3,3,1,1,3,0,11,11,1,17,1,0,1,0,1,1,0,1,10,10,10.7825,-0.7825000000000006,0.7825000000000006
2,2,3,1,1,4,4,5,1,2,5,0,10,9,0,17,0,1,1,0,1,1,1,0,9,9,9.1164,-0.1164000000000005,0.1164000000000005
1,1,3,2,0,5,3,2,1,1,1,0,16,17,1,16,0,0,1,0,1,1,0,0,18,18,18.195,-0.1950000000000002,0.1950000000000002
2,2,2,2,0,5,3,2,1,1,1,0,15,17,1,17,0,1,1,0,1,1,0,0,17,17,17.7312,-0.7312000000000012,0.7312000000000012
1,0,2,2,0,4,4,5,1,1,4,1,11,9,1,17,1,1,0,0,0,1,1,1,10,10,9.0321,0.9679000000000002,0.9679000000000002
1,1,1,2,1,4,3,2,1,1,5,9,7,7,1,18,0,1,1,0,1,1,1,1,7,7,6.1992,0.8007999999999997,0.8007999999999997
3,1,1,1,0,3,1,3,1,3,1,0,8,6,1,16,1,1,1,0,0,1,1,0,8,8,5.5403,2.4597,2.4597
3,2,1,1,0,3,1,3,1,4,3,2,7,6,1,16,1,1,1,0,0,1,1,0,7,7,5.4547,1.5453,1.5453
1,1,2,2,0,2,3,5,1,4,3,8,9,8,1,18,1,0,1,1,0,1,0,0,10,10,8.391,1.609,1.609
4,4,1,2,0,4,3,3,2,3,2,0,14,16,1,16,0,1,1,0,0,1,1,1,16,16,15.6149,0.3850999999999995,0.3850999999999995
1,2,2,1,0,5,4,5,1,4,2,0,14,14,1,16,0,0,1,0,0,1,1,0,15,15,14.7659,0.2340999999999997,0.2340999999999997
2,4,1,2,1,2,3,2,1,3,1,8,8,5,1,18,1,1,0,0,1,1,1,0,8,8,3.7128,4.2872,4.2872
2,1,2,2,0,5,2,1,1,1,2,0,8,7,0,16,0,1,1,0,0,1,1,0,0,0,6.6756,-6.6756,6.6756
1,1,3,2,0,4,3,2,1,3,5,6,6,8,1,16,1,0,1,0,1,1,1,0,8,8,7.9388,0.0612000000000003,0.0612000000000003
2,3,2,2,0,3,3,3,1,1,2,0,8,10,1,16,0,1,1,0,1,1,1,0,10,10,9.1525,0.8475000000000001,0.8475000000000001
4,4,1,2,0,4,3,4,1,2,3,4,8,8,1,16,1,1,1,0,1,1,1,1,8,8,7.2711,0.7289000000000003,0.7289000000000003
4,4,1,4,0,5,5,5,5,5,5,2,5,6,0,18,1,0,1,0,1,0,1,1,6,6,4.9332,1.0667999999999995,1.0667999999999995
3,4,3,2,0,4,2,1,1,1,2,2,7,9,1,16,0,0,1,0,1,1,0,0,8,8,8.6249,-0.6249000000000002,0.6249000000000002
4,4,1,3,0,4,4,3,1,2,5,0,15,14,0,17,1,0,1,0,1,1,1,0,16,16,14.1563,1.8437,1.8437
4,1,1,1,0,4,2,3,1,2,5,1,13,14,1,17,0,1,1,0,0,1,1,1,14,14,14.3652,-0.3651999999999997,0.3651999999999997
2,2,4,3,0,5,1,3,2,2,3,0,10,9,0,16,1,0,1,0,0,1,0,0,10,10,9.3305,0.6694999999999993,0.6694999999999993
2,2,1,1,0,5,1,3,1,2,5,5,9,9,1,17,0,1,1,0,1,1,1,0,9,9,9.3255,-0.3254999999999999,0.3254999999999999
4,4,2,1,0,5,1,3,1,2,5,1,11,11,1,16,1,0,1,0,1,1,0,0,11,11,11.7258,-0.7257999999999996,0.7257999999999996
3,3,1,1,0,4,1,4,5,5,3,8,7,10,0,17,1,1,1,0,1,1,1,0,9,9,9.6616,-0.6616,0.6616
1,1,3,2,0,5,1,3,3,3,1,0,10,10,0,17,1,1,1,0,0,1,1,1,10,10,9.8065,0.1935000000000002,0.1935000000000002
2,1,2,2,0,4,2,2,1,4,5,2,9,7,0,16,1,1,1,0,0,1,1,1,8,8,6.7867,1.2133000000000005,1.2133000000000005
2,1,1,2,0,3,2,2,1,1,3,0,14,15,1,16,1,0,1,0,0,1,1,1,16,16,14.7488,1.2512000000000008,1.2512000000000008
4,4,1,1,0,4,1,2,2,5,5,0,11,12,0,16,1,0,1,0,1,1,1,0,12,12,12.1553,-0.1553000000000004,0.1553000000000004
1,2,3,2,0,5,5,5,1,3,5,11,9,11,0,15,0,1,1,0,1,1,0,0,10,10,11.7849,-1.7849000000000004,1.7849000000000004
2,2,3,4,0,5,4,5,2,3,5,8,13,14,0,15,1,0,0,0,1,1,0,0,14,14,15.0125,-1.0124999999999993,1.0124999999999993
2,1,1,1,0,4,3,3,1,2,5,11,12,13,0,15,1,0,0,0,0,1,1,0,12,12,13.6877,-1.6876999999999995,1.6876999999999995
2,2,1,3,0,4,3,3,2,2,5,2,11,11,1,16,0,0,1,0,1,1,0,1,11,11,10.8966,0.1034000000000006,0.1034000000000006
4,1,2,2,0,1,2,4,2,2,1,8,9,10,1,16,1,0,1,0,1,1,1,0,10,10,9.6549,0.3451000000000004,0.3451000000000004
3,2,2,1,0,4,3,3,2,2,1,5,9,11,1,17,1,1,1,0,0,1,0,1,11,11,10.7951,0.2049000000000003,0.2049000000000003
2,2,2,2,0,5,1,3,1,1,5,0,11,9,1,17,0,1,1,1,0,1,0,0,11,11,9.7933,1.2066999999999997,1.2066999999999997
4,4,2,3,0,5,3,5,1,4,5,1,10,11,1,16,1,1,1,0,1,1,1,1,12,12,10.8544,1.1456,1.1456
4,4,3,1,3,3,3,3,1,3,5,2,9,9,0,17,0,1,1,0,0,1,1,1,8,8,7.6468,0.3532000000000002,0.3532000000000002
1,3,2,1,0,5,1,2,3,3,5,2,12,11,0,17,0,0,1,0,0,1,0,1,12,12,11.348,0.6519999999999992,0.6519999999999992
3,4,1,2,1,5,4,4,3,4,5,8,8,9,0,17,1,1,1,0,1,1,1,1,8,8,8.2502,-0.2501999999999995,0.2501999999999995
4,4,1,2,0,5,2,5,1,1,5,0,13,15,1,17,1,1,1,0,1,1,1,0,16,16,15.2591,0.7408999999999999,0.7408999999999999
4,1,1,1,0,4,1,2,2,1,2,0,10,11,0,16,0,0,1,0,0,1,1,0,11,11,10.9739,0.0260999999999995,0.0260999999999995
1,1,1,2,0,4,5,5,1,2,3,2,11,10,1,17,1,1,0,0,0,1,1,1,11,11,9.7211,1.2789,1.2789
4,2,2,2,0,4,3,3,2,3,5,0,17,18,1,17,0,1,1,1,1,1,1,0,18,18,19.3963,-1.3963,1.3963
2,2,2,2,0,4,1,2,2,2,5,0,12,13,0,16,1,0,0,0,1,1,1,1,13,13,13.1061,-0.1060999999999996,0.1060999999999996
3,2,2,2,0,4,1,2,2,2,1,0,13,14,0,17,1,1,1,0,1,1,1,0,13,13,14.1475,-1.1475000000000009,1.1475000000000009
1,1,1,2,2,4,4,3,3,4,4,2,9,9,0,19,1,1,1,0,1,0,1,0,10,10,8.2873,1.7127,1.7127
1,0,1,1,0,4,1,2,1,1,5,4,11,11,0,17,1,0,0,0,0,1,0,1,12,12,11.4253,0.5747,0.5747
1,1,2,1,0,3,5,5,2,2,4,3,10,11,1,17,0,1,1,0,1,0,1,1,10,10,11.0267,-1.0267,1.0267
1,2,1,3,0,4,3,4,1,1,3,5,13,14,1,16,0,1,1,1,1,1,1,1,13,13,14.1728,-1.1728000000000005,1.1728000000000005
1,2,1,1,0,4,4,4,2,4,5,4,9,10,0,16,0,0,1,0,0,1,0,0,11,11,10.1361,0.8638999999999992,0.8638999999999992
3,1,2,2,3,5,4,4,1,1,5,2,7,9,1,17,0,1,1,0,1,1,1,1,10,10,7.9323,2.0677000000000003,2.0677000000000003
2,2,2,1,0,5,5,5,3,5,5,0,8,13,0,17,0,1,1,0,0,0,0,1,10,10,13.1664,-3.1663999999999994,3.1663999999999994
1,0,3,1,1,4,3,2,1,1,4,0,12,12,0,18,0,1,1,1,1,1,0,0,13,13,12.979,0.0210000000000007,0.0210000000000007
1,1,2,1,0,4,5,5,1,3,2,0,10,9,0,17,0,1,1,0,1,1,1,1,10,10,9.0433,0.9566999999999996,0.9566999999999996
1,1,2,2,0,4,3,3,1,4,5,6,10,9,0,18,1,0,1,0,1,1,0,0,10,10,9.6695,0.3305000000000007,0.3305000000000007
2,2,1,2,0,5,4,3,1,1,1,0,11,13,1,16,0,0,1,0,0,1,0,1,12,12,12.8,-0.8000000000000007,0.8000000000000007
2,2,1,1,1,1,2,1,2,3,5,0,7,0,0,17,1,1,1,0,0,1,0,1,0,0,-1.4502,1.4502,1.4502
3,2,2,1,0,4,5,5,2,3,5,2,11,9,0,16,0,1,1,0,0,1,1,0,10,10,9.324,0.6760000000000002,0.6760000000000002
1,1,2,1,0,4,5,5,2,4,5,0,10,10,0,16,0,0,1,0,0,1,1,0,9,9,10.26,-1.2599999999999998,1.2599999999999998
1,1,2,1,1,5,3,3,2,3,5,2,9,7,0,18,0,1,1,0,1,0,1,1,9,9,7.1024,1.8976,1.8976
3,2,1,1,1,2,3,1,2,2,5,0,4,0,0,18,0,1,1,0,0,0,1,0,0,0,-1.4788,1.4788,1.4788
3,2,2,1,3,3,2,1,1,1,3,4,6,11,0,19,1,1,1,0,0,1,0,0,9,9,9.435,-0.4350000000000005,0.4350000000000005
3,3,1,2,2,4,4,5,1,3,3,9,4,8,0,18,1,1,1,0,1,0,1,0,8,8,6.7758,1.2241999999999995,1.2241999999999995
2,2,2,1,0,5,4,3,2,4,4,6,7,8,0,16,0,1,1,0,1,1,1,1,8,8,7.9668,0.0331999999999998,0.0331999999999998
2,1,2,1,3,4,4,3,1,3,5,4,8,9,0,19,1,1,1,0,0,0,1,1,9,9,8.036,0.9640000000000004,0.9640000000000004
3,2,2,2,2,2,5,5,1,1,1,8,5,5,1,16,1,1,0,0,1,1,0,1,7,7,3.5239,3.4761,3.4761
1,1,1,1,0,4,3,2,1,2,5,9,7,9,1,17,1,1,1,0,1,1,0,0,10,10,9.1064,0.8935999999999993,0.8935999999999993
1,1,2,1,1,4,4,3,2,4,4,12,8,11,0,20,0,1,1,0,1,0,1,1,10,10,10.9677,-0.9677000000000008,0.9677000000000008
4,3,1,1,0,5,4,4,3,4,2,8,10,11,1,18,0,1,0,0,1,1,1,0,10,10,11.4274,-1.4274000000000004,1.4274000000000004
1,2,2,2,2,4,3,3,1,1,5,2,6,8,1,18,1,1,0,0,1,1,0,0,8,8,7.0443,0.9557000000000002,0.9557000000000002
1,1,1,1,0,1,4,4,1,1,5,0,6,8,1,19,1,0,0,0,1,0,0,0,7,7,7.4456,-0.4455999999999998,0.4455999999999998
2,2,2,1,1,5,5,5,1,1,3,0,8,6,1,18,0,1,1,0,0,0,1,1,0,0,5.5402,-5.5402,5.5402
0,0,2,1,0,4,4,3,1,1,5,0,10,11,1,17,0,1,1,0,1,1,1,0,11,11,11.2352,-0.2352000000000007,0.2352000000000007
3,1,2,3,0,4,2,3,2,2,3,5,8,7,1,17,0,0,0,0,1,0,0,0,8,8,7.4221,0.5778999999999996,0.5778999999999996
4,2,1,2,0,5,5,5,1,3,5,0,8,8,1,17,1,1,1,1,1,1,1,0,0,0,8.4171,-8.4171,8.4171
2,2,1,2,1,2,3,3,1,2,4,3,7,6,1,18,0,0,1,0,1,1,1,0,8,8,4.8963,3.1037,3.1037
4,1,1,1,0,3,2,2,1,1,5,0,8,10,1,17,1,1,1,0,1,1,0,1,9,9,9.7548,-0.7547999999999995,0.7547999999999995
1,2,1,1,0,5,5,1,1,1,3,0,7,10,1,17,1,0,1,0,0,1,1,0,10,10,9.2865,0.7134999999999998,0.7134999999999998
1,1,3,2,2,3,4,4,2,2,5,3,7,8,1,18,1,1,1,0,0,1,0,1,7,7,6.8466,0.1534000000000004,0.1534000000000004
2,2,2,2,0,4,3,5,1,1,1,2,12,13,1,18,1,1,1,0,0,1,1,0,14,14,12.9054,1.0945999999999998,1.0945999999999998
3,3,2,1,0,4,4,3,1,1,4,0,11,12,1,17,1,1,1,0,1,1,1,0,13,13,12.0326,0.9673999999999996,0.9673999999999996
1,2,2,2,0,4,4,3,1,2,4,0,12,13,1,18,1,0,0,0,0,1,1,0,14,14,13.0181,0.9818999999999996,0.9818999999999996
4,4,2,2,0,4,3,5,1,2,1,0,18,18,1,18,1,1,1,0,0,1,1,0,18,18,18.5098,-0.5097999999999985,0.5097999999999985
4,4,1,1,0,5,4,5,1,1,5,3,17,17,0,18,1,0,1,0,1,1,1,0,17,17,18.0961,-1.0961,1.0961
4,2,2,2,0,4,3,3,1,2,4,0,17,18,1,17,1,1,1,0,1,1,1,0,18,18,18.9154,-0.9154000000000018,0.9154000000000018
2,2,3,2,1,4,3,3,1,1,4,0,9,0,1,18,0,1,1,0,0,1,0,1,0,0,-0.403,0.403,0.403
1,2,2,1,0,4,1,4,5,5,1,8,10,11,0,18,1,0,1,0,1,1,0,0,11,11,11.4479,-0.4479000000000006,0.4479000000000006
4,4,3,1,0,2,5,5,1,1,1,5,12,13,0,18,0,1,1,0,1,1,1,1,14,14,12.7346,1.2653999999999996,1.2653999999999996
1,1,3,1,0,4,2,3,3,4,4,4,12,13,0,17,0,1,1,0,0,0,0,0,14,14,13.9506,0.0494000000000003,0.0494000000000003
2,2,2,2,0,1,3,1,1,1,2,4,8,8,1,18,1,1,1,0,1,1,1,1,10,10,6.6936,3.3064,3.3064
2,2,2,3,0,5,4,5,1,4,3,0,11,12,1,18,1,0,1,0,0,1,1,1,13,13,11.8832,1.1167999999999996,1.1167999999999996
4,2,1,2,0,5,3,1,1,1,5,0,5,0,1,18,0,0,0,0,0,1,1,1,0,0,-0.6952,0.6952,0.6952
1,1,3,2,1,4,4,2,1,2,2,2,9,10,1,18,1,1,1,0,0,0,0,0,10,10,9.7894,0.2105999999999994,0.2105999999999994
1,1,2,1,1,5,5,5,2,3,2,0,5,0,1,19,1,1,1,0,0,0,0,0,0,0,-0.3069,0.3069,0.3069
4,2,2,4,0,4,2,3,3,1,5,0,18,18,1,17,1,1,1,0,0,1,1,1,18,18,18.1716,-0.1716000000000015,0.1716000000000015
2,1,2,2,0,5,3,3,1,2,2,5,11,11,1,17,0,0,0,0,0,1,1,1,12,12,11.2878,0.7121999999999993,0.7121999999999993
1,1,1,2,0,5,2,3,1,2,3,2,8,10,1,18,1,0,0,0,0,1,0,1,11,11,9.8194,1.1806,1.1806
1,2,2,2,0,4,1,1,1,1,4,0,11,11,1,18,1,1,1,0,1,0,0,0,12,12,11.2535,0.7464999999999993,0.7464999999999993
1,1,2,2,3,3,5,4,1,4,1,0,8,0,1,19,0,1,0,0,1,0,0,1,0,0,-0.9537,0.9537,0.9537
2,2,2,3,0,4,2,1,1,1,4,5,14,14,1,18,0,1,1,0,0,1,1,1,15,15,13.8855,1.1144999999999996,1.1144999999999996
1,2,3,2,0,4,3,4,1,4,5,0,16,15,1,18,0,0,0,0,0,1,0,1,15,15,16.0187,-1.018699999999999,1.018699999999999
1,1,2,2,1,4,3,3,1,1,3,4,7,8,1,19,0,1,1,0,1,1,1,1,9,9,7.1454,1.8546,1.8546
4,3,2,2,0,5,5,4,1,1,1,0,6,9,1,17,1,1,1,0,0,1,1,0,11,11,8.1746,2.8254,2.8254
