age,priors_count,sex,race,true_class,predicted_class,errors
23,0,Female,Caucasian,0,0,0
61,1,Female,African-American,1,0,1
36,1,Male,Caucasian,0,0,0
23,1,Male,African-American,1,1,0
43,0,Female,Caucasian,0,0,0
48,20,Male,Caucasian,1,1,0
57,0,Male,Other,0,0,0
26,1,Male,Hispanic,1,0,1
26,9,Female,African-American,1,1,0
31,14,Female,Caucasian,0,1,1
35,13,Male,African-American,1,1,0
26,1,Male,African-American,1,0,1
54,4,Male,African-American,0,0,0
22,0,Male,Hispanic,0,1,1
31,0,Male,Caucasian,1,1,0
53,4,Female,Caucasian,1,0,1
24,4,Male,Caucasian,0,1,1
26,2,Male,Caucasian,0,1,1
43,0,Male,African-American,0,1,1
22,1,Male,Other,1,1,0
21,0,Male,Hispanic,1,1,0
25,2,Male,Hispanic,1,1,0
50,0,Male,Caucasian,0,0,0
22,0,Female,African-American,1,0,1
25,4,Male,African-American,1,1,0
26,1,Male,Caucasian,1,1,0
57,1,Female,Hispanic,0,0,0
49,1,Male,Caucasian,0,1,1
21,1,Male,African-American,1,1,0
52,0,Female,African-American,1,0,1
57,8,Male,African-American,0,1,1
61,1,Male,African-American,1,0,1
53,1,Female,Caucasian,0,0,0
56,3,Male,African-American,1,0,1
23,6,Male,Caucasian,1,1,0
36,0,Male,Hispanic,1,0,1
39,2,Male,African-American,0,1,1
33,0,Male,Hispanic,0,0,0
29,1,Male,African-American,0,1,1
28,7,Male,African-American,1,1,0
22,3,Female,Caucasian,1,1,0
24,0,Female,Caucasian,0,0,0
23,2,Male,African-American,1,1,0
53,1,Male,Caucasian,0,1,1
27,0,Male,African-American,0,1,1
37,1,Male,Caucasian,0,0,0
27,6,Male,Caucasian,1,0,1
43,2,Male,Caucasian,0,0,0
56,0,Male,Caucasian,0,0,0
53,5,Male,African-American,1,0,1
48,0,Male,Other,0,0,0
64,0,Female,Caucasian,0,0,0
32,0,Male,Other,0,0,0
44,0,Male,Hispanic,0,0,0
27,0,Male,Caucasian,0,0,0
59,22,Male,African-American,1,1,0
53,0,Male,African-American,1,1,0
55,0,Male,Caucasian,1,0,1
42,1,Female,African-American,0,0,0
26,3,Male,African-American,1,1,0
32,4,Male,African-American,0,1,1
23,0,Male,African-American,1,0,1
24,4,Male,Other,0,1,1
54,0,Female,African-American,0,0,0
43,18,Male,African-American,1,0,1
22,2,Female,African-American,0,0,0
20,2,Male,African-American,1,1,0
61,0,Male,Caucasian,0,0,0
22,0,Male,African-American,1,1,0
64,0,Male,African-American,0,0,0
42,1,Male,Hispanic,0,0,0
38,0,Female,African-American,0,0,0
30,1,Male,African-American,0,0,0
69,0,Male,Other,0,0,0
24,4,Male,African-American,0,1,1
45,3,Male,Hispanic,0,0,0
27,0,Female,Caucasian,1,0,1
22,1,Female,Caucasian,0,0,0
53,18,Male,Hispanic,0,1,1
43,2,Male,Caucasian,0,0,0
50,1,Female,African-American,0,0,0
47,1,Male,African-American,1,0,1
28,1,Female,Caucasian,0,1,1
44,4,Male,Caucasian,0,0,0
28,1,Male,Caucasian,0,0,0
26,6,Male,African-American,1,1,0
21,1,Male,African-American,1,1,0
21,0,Male,Caucasian,0,1,1
46,2,Female,African-American,1,1,0
28,5,Male,African-American,0,1,1
26,3,Male,African-American,1,1,0
28,1,Male,Caucasian,1,1,0
28,7,Male,African-American,1,1,0
27,3,Male,African-American,1,0,1
29,16,Male,African-American,0,1,1
29,1,Male,African-American,1,0,1
43,4,Male,Caucasian,0,1,1
55,8,Male,Other,1,0,1
49,10,Male,African-American,1,1,0
32,2,Male,Caucasian,0,0,0
21,1,Male,Caucasian,0,0,0
25,1,Female,African-American,0,1,1
22,0,Male,African-American,0,0,0
32,0,Male,Caucasian,0,0,0
30,9,Male,African-American,1,1,0
51,1,Male,Caucasian,0,0,0
57,23,Male,African-American,1,1,0
23,3,Female,African-American,1,1,0
21,0,Male,African-American,0,1,1
33,7,Male,Other,1,1,0
40,24,Male,African-American,1,1,0
31,1,Male,Caucasian,0,0,0
36,1,Female,African-American,1,0,1
47,0,Male,Caucasian,0,0,0
33,16,Male,African-American,1,1,0
30,0,Female,Hispanic,1,0,1
39,3,Male,Hispanic,0,0,0
26,2,Male,Caucasian,0,1,1
20,0,Male,African-American,1,0,1
20,0,Male,African-American,1,1,0
22,1,Male,African-American,0,1,1
31,7,Male,African-American,1,0,1
54,6,Male,Caucasian,1,0,1
23,0,Female,African-American,0,0,0
48,0,Female,Other,0,0,0
23,4,Female,Caucasian,1,1,0
29,12,Male,African-American,1,1,0
31,8,Male,Hispanic,1,1,0
64,0,Female,Other,0,0,0
36,1,Female,African-American,0,0,0
32,6,Male,African-American,1,1,0
24,1,Male,African-American,0,0,0
39,0,Male,Other,0,0,0
26,8,Male,Caucasian,1,1,0
42,2,Male,Caucasian,1,0,1
49,4,Female,Caucasian,0,1,1
20,0,Male,African-American,1,1,0
22,0,Male,Hispanic,1,0,1
35,2,Female,Caucasian,0,0,0
30,11,Male,African-American,1,1,0
34,1,Female,African-American,0,1,1
25,1,Male,Caucasian,0,1,1
54,1,Female,Caucasian,0,0,0
45,1,Male,African-American,0,0,0
27,0,Male,African-American,1,0,1
29,9,Female,African-American,1,1,0
24,0,Female,Hispanic,0,0,0
30,2,Female,African-American,0,0,0
35,5,Male,Hispanic,0,0,0
35,4,Male,African-American,0,0,0
31,0,Male,Caucasian,0,0,0
62,4,Male,African-American,0,0,0
21,1,Female,Caucasian,0,0,0
33,3,Male,African-American,1,0,1
26,1,Female,African-American,0,0,0
22,0,Female,African-American,0,0,0
34,5,Male,African-American,0,1,1
25,4,Female,Hispanic,1,1,0
44,11,Female,Caucasian,1,1,0
42,0,Male,African-American,0,0,0
32,10,Male,African-American,1,1,0
33,2,Male,Caucasian,1,0,1
21,0,Male,African-American,0,0,0
27,3,Female,African-American,1,0,1
26,7,Male,Caucasian,0,1,1
29,0,Female,African-American,0,0,0
26,2,Female,Caucasian,0,1,1
58,0,Male,African-American,0,0,0
35,17,Male,African-American,1,1,0
23,2,Male,African-American,1,1,0
41,11,Male,Caucasian,1,1,0
43,2,Male,Other,0,0,0
24,0,Male,African-American,0,0,0
27,13,Male,Caucasian,1,1,0
26,1,Male,Hispanic,0,0,0
28,0,Male,African-American,0,0,0
34,0,Male,Caucasian,0,1,1
30,3,Male,Caucasian,0,0,0
24,2,Male,African-American,1,1,0
26,3,Female,African-American,1,0,1
56,1,Male,Caucasian,1,0,1
22,1,Male,African-American,1,0,1
54,0,Male,Caucasian,0,0,0
39,0,Male,Caucasian,0,0,0
25,9,Male,Caucasian,1,1,0
36,3,Male,African-American,1,0,1
32,0,Male,African-American,0,0,0
57,0,Female,Caucasian,1,1,0
32,0,Male,Hispanic,1,0,1
24,0,Male,African-American,0,0,0
21,0,Female,African-American,1,0,1
52,1,Male,African-American,1,0,1
25,0,Male,African-American,1,0,1
24,1,Male,Caucasian,1,1,0
28,1,Female,African-American,1,0,1
21,0,Male,Caucasian,1,1,0
36,25,Male,African-American,1,1,0
24,0,Male,African-American,0,0,0
75,2,Male,Caucasian,0,0,0
20,4,Male,African-American,1,1,0
41,0,Male,Caucasian,1,0,1
24,7,Female,Caucasian,1,1,0
59,0,Male,African-American,0,0,0
42,0,Male,Native American,0,0,0
26,0,Male,Caucasian,1,0,1
34,1,Male,Caucasian,0,0,0
52,3,Female,Caucasian,0,0,0
37,4,Male,Hispanic,1,0,1
27,5,Male,African-American,1,1,0
26,4,Male,African-American,1,1,0
52,0,Male,Hispanic,1,0,1
27,0,Male,African-American,0,0,0
34,2,Male,African-American,1,0,1
24,1,Male,African-American,1,0,1
33,8,Male,Hispanic,1,1,0
29,6,Male,Caucasian,1,1,0
25,1,Male,African-American,1,0,1
36,0,Male,African-American,0,1,1
50,0,Male,African-American,0,1,1
34,8,Male,African-American,0,1,1
32,1,Male,Hispanic,0,0,0
24,2,Male,African-American,1,0,1
25,13,Male,Caucasian,1,1,0
28,1,Female,Other,0,0,0
20,0,Male,Caucasian,1,1,0
34,0,Male,Caucasian,0,0,0
29,3,Male,African-American,1,1,0
49,0,Male,African-American,1,0,1
21,0,Female,Caucasian,0,0,0
27,0,Male,Hispanic,1,0,1
44,16,Male,Caucasian,0,1,1
31,8,Male,Caucasian,0,1,1
22,0,Male,African-American,0,1,1
22,6,Male,African-American,1,1,0
26,4,Male,African-American,1,0,1
40,0,Female,Caucasian,0,0,0
50,3,Female,African-American,0,0,0
33,5,Female,Native American,1,1,0
24,2,Male,Caucasian,0,1,1
26,2,Male,Caucasian,1,1,0
26,10,Male,Caucasian,1,1,0
37,1,Female,African-American,0,0,0
19,2,Male,Hispanic,1,1,0
29,1,Female,Hispanic,1,0,1
30,6,Male,Caucasian,0,1,1
28,12,Male,African-American,0,1,1
42,1,Male,Other,0,0,0
24,3,Male,African-American,1,1,0
39,1,Male,Caucasian,0,0,0
58,8,Male,Caucasian,0,0,0
63,9,Male,African-American,1,0,1
29,2,Male,Caucasian,0,1,1
30,4,Male,African-American,1,0,1
49,10,Male,African-American,1,1,0
50,13,Male,African-American,1,1,0
66,1,Female,Caucasian,0,0,0
29,6,Male,Caucasian,1,0,1
19,5,Male,Caucasian,1,1,0
27,4,Male,Caucasian,1,0,1
22,0,Female,Caucasian,0,0,0
35,3,Male,Caucasian,1,0,1
52,2,Male,Other,0,0,0
26,4,Male,African-American,1,0,1
40,1,Male,Other,0,0,0
34,5,Female,Hispanic,0,0,0
59,2,Male,Caucasian,1,0,1
32,15,Male,African-American,1,1,0
35,3,Male,African-American,0,0,0
39,3,Female,African-American,0,1,1
42,1,Male,African-American,0,0,0
27,2,Male,Caucasian,0,1,1
40,4,Male,Other,1,0,1
21,0,Female,Caucasian,1,0,1
66,0,Male,Caucasian,1,0,1
55,1,Male,Caucasian,0,0,0
59,0,Male,Caucasian,0,0,0
36,1,Male,Caucasian,0,0,0
32,1,Male,Hispanic,0,0,0
23,0,Female,African-American,0,0,0
23,6,Male,African-American,1,1,0
23,4,Male,Hispanic,0,1,1
24,8,Male,Caucasian,1,1,0
21,1,Male,Caucasian,1,1,0
37,1,Male,Other,0,0,0
35,2,Male,African-American,0,1,1
21,2,Male,Caucasian,1,1,0
38,25,Male,Native American,1,1,0
23,0,Male,Caucasian,0,0,0
25,0,Male,Caucasian,0,0,0
22,7,Male,African-American,1,1,0
51,0,Male,African-American,0,0,0
26,2,Male,African-American,0,0,0
36,0,Female,Caucasian,0,1,1
30,19,Male,Caucasian,1,1,0
42,0,Female,Caucasian,0,1,1
23,1,Male,African-American,1,0,1
55,0,Female,Hispanic,0,1,1
24,7,Male,African-American,1,1,0
47,3,Male,African-American,1,1,0
26,0,Male,African-American,0,0,0
28,0,Female,African-American,1,0,1
37,1,Male,Caucasian,1,1,0
47,1,Male,African-American,0,0,0
36,11,Male,African-American,1,1,0
35,2,Male,Caucasian,0,0,0
45,1,Male,Caucasian,0,0,0
26,0,Male,Caucasian,0,0,0
20,0,Female,African-American,1,0,1
44,6,Male,Caucasian,1,0,1
44,4,Male,Caucasian,0,0,0
44,0,Male,Hispanic,0,0,0
27,2,Male,African-American,0,1,1
29,0,Male,African-American,1,1,0
40,1,Female,Caucasian,0,0,0
20,0,Male,African-American,0,0,0
30,0,Female,African-American,0,0,0
22,0,Male,Caucasian,0,1,1
34,1,Male,African-American,1,0,1
25,0,Female,African-American,1,0,1
47,0,Male,Hispanic,1,0,1
20,0,Female,African-American,0,0,0
29,1,Male,Caucasian,0,1,1
31,7,Male,African-American,1,1,0
20,0,Female,Caucasian,0,0,0
20,1,Male,African-American,1,0,1
56,7,Male,African-American,0,1,1
64,1,Female,African-American,1,0,1
28,9,Male,African-American,1,1,0
53,0,Male,Hispanic,0,0,0
29,8,Male,African-American,1,1,0
27,0,Male,African-American,0,1,1
51,1,Female,Caucasian,0,0,0
44,2,Male,Caucasian,1,0,1
25,0,Male,African-American,0,0,0
69,0,Male,Caucasian,1,0,1
39,2,Male,Caucasian,1,0,1
35,10,Male,African-American,1,0,1
59,3,Male,Caucasian,0,0,0
20,1,Male,Caucasian,0,1,1
38,3,Male,African-American,1,0,1
39,17,Male,Caucasian,1,0,1
37,26,Male,African-American,1,1,0
30,3,Male,Caucasian,0,1,1
48,18,Female,African-American,1,1,0
31,0,Female,Caucasian,0,0,0
45,9,Male,Caucasian,1,0,1
30,0,Male,Other,0,0,0
26,27,Male,African-American,1,1,0
34,1,Male,Hispanic,1,0,1
68,0,Male,Hispanic,0,0,0
36,0,Male,Caucasian,0,0,0
28,1,Male,Caucasian,0,0,0
29,0,Male,African-American,0,0,0
38,0,Female,African-American,0,0,0
33,6,Male,Caucasian,1,0,1
26,0,Female,African-American,0,0,0
52,1,Male,Caucasian,0,1,1
28,10,Male,African-American,1,1,0
19,1,Male,African-American,1,1,0
54,7,Female,Caucasian,0,1,1
23,3,Female,African-American,1,1,0
30,4,Female,African-American,0,1,1
30,5,Male,Other,1,0,1
28,5,Male,African-American,0,1,1
30,9,Male,African-American,1,1,0
30,0,Male,Other,0,0,0
23,0,Male,African-American,1,0,1
29,13,Male,African-American,1,1,0
41,2,Female,Other,0,0,0
29,7,Female,Caucasian,1,1,0
23,0,Male,Caucasian,1,0,1
27,0,Male,Caucasian,1,0,1
63,1,Male,Caucasian,0,0,0
23,0,Female,Caucasian,0,0,0
54,0,Male,African-American,0,0,0
67,0,Female,African-American,0,0,0
39,0,Male,African-American,0,0,0
49,4,Male,Caucasian,0,1,1
26,7,Male,Caucasian,1,1,0
61,5,Male,African-American,0,1,1
36,4,Female,African-American,1,1,0
49,25,Female,African-American,1,1,0
29,9,Male,Caucasian,1,1,0
49,1,Female,African-American,0,0,0
66,3,Male,African-American,0,0,0
31,0,Male,African-American,0,0,0
54,11,Male,Caucasian,1,1,0
51,2,Male,Caucasian,0,1,1
23,1,Female,Caucasian,0,0,0
34,2,Male,Caucasian,0,0,0
26,4,Male,African-American,1,1,0
24,1,Female,Caucasian,0,1,1
27,2,Female,Caucasian,0,1,1
24,0,Male,African-American,0,0,0
38,11,Male,African-American,0,1,1
29,5,Male,African-American,1,1,0
26,3,Female,African-American,0,1,1
52,0,Male,African-American,0,1,1
52,0,Female,Caucasian,0,0,0
23,0,Male,Hispanic,1,0,1
50,0,Female,Caucasian,1,0,1
28,20,Male,African-American,1,1,0
30,6,Male,Hispanic,1,0,1
28,2,Male,African-American,0,0,0
24,2,Female,Caucasian,0,0,0
21,0,Male,Caucasian,0,1,1
34,0,Male,African-American,1,0,1
22,0,Male,African-American,1,0,1
22,3,Male,African-American,1,1,0
46,0,Male,Caucasian,0,0,0
52,13,Male,Other,1,1,0
21,0,Male,Caucasian,1,1,0
46,1,Male,Caucasian,0,0,0
31,1,Male,Hispanic,0,0,0
57,11,Male,African-American,1,1,0
24,2,Female,Caucasian,0,1,1
21,2,Male,African-American,0,1,1
30,1,Male,African-American,1,0,1
25,1,Male,African-American,0,0,0
41,3,Male,African-American,1,0,1
37,0,Male,Caucasian,0,0,0
35,3,Male,African-American,1,1,0
25,6,Male,African-American,0,1,1
32,1,Male,African-American,0,0,0
26,24,Male,African-American,1,1,0
28,7,Male,Caucasian,1,1,0
33,12,Male,African-American,1,1,0
44,0,Male,Caucasian,1,0,1
26,2,Male,African-American,1,1,0
22,0,Male,Hispanic,0,0,0
26,0,Male,Caucasian,1,0,1
33,0,Male,Caucasian,1,1,0
28,3,Male,African-American,0,1,1
29,2,Male,African-American,1,0,1
29,0,Male,Caucasian,0,0,0
42,1,Male,African-American,0,1,1
29,0,Male,African-American,0,1,1
25,0,Female,Caucasian,0,0,0
38,0,Female,Caucasian,0,0,0
58,1,Male,Caucasian,0,0,0
23,0,Male,African-American,1,0,1
24,0,Female,African-American,0,0,0
50,2,Male,Caucasian,1,0,1
30,0,Male,Caucasian,1,0,1
28,13,Male,African-American,1,1,0
41,1,Male,African-American,0,0,0
37,17,Male,African-American,1,1,0
27,2,Male,African-American,1,0,1
37,1,Male,Caucasian,0,0,0
51,14,Female,Caucasian,0,1,1
31,0,Female,Hispanic,0,1,1
46,1,Female,African-American,1,0,1
53,1,Male,Other,0,0,0
26,6,Male,African-American,1,1,0
37,6,Male,African-American,1,0,1
38,0,Male,African-American,0,0,0
36,4,Male,African-American,0,0,0
33,3,Male,Caucasian,1,0,1
48,5,Male,African-American,1,0,1
23,0,Male,African-American,0,0,0
49,6,Female,Caucasian,0,1,1
34,19,Male,African-American,1,1,0
31,0,Male,African-American,0,0,0
33,3,Male,African-American,0,1,1
57,0,Male,African-American,0,1,1
46,2,Male,Caucasian,0,0,0
26,0,Male,Caucasian,0,0,0
45,1,Male,African-American,0,1,1
34,3,Male,African-American,0,0,0
22,4,Male,Caucasian,1,1,0
52,8,Male,Caucasian,0,0,0
23,3,Male,Caucasian,0,1,1
63,5,Male,Caucasian,0,0,0
27,2,Male,Caucasian,1,1,0
67,4,Male,African-American,1,0,1
33,4,Male,African-American,1,0,1
28,4,Female,African-American,1,0,1
33,21,Male,African-American,1,1,0
23,0,Male,Caucasian,1,1,0
25,2,Male,Caucasian,0,1,1
24,0,Female,Caucasian,0,0,0
51,1,Male,Caucasian,0,0,0
38,15,Male,African-American,0,1,1
23,5,Male,Caucasian,1,1,0
26,7,Male,African-American,0,1,1
41,7,Female,African-American,1,0,1
32,6,Male,African-American,1,1,0
31,0,Female,Caucasian,0,0,0
22,0,Female,African-American,1,0,1
37,6,Male,African-American,0,0,0
58,12,Male,Caucasian,1,0,1
60,3,Male,Caucasian,0,0,0
25,1,Female,African-American,0,0,0
25,2,Female,African-American,0,0,0
61,1,Female,Caucasian,0,0,0
36,0,Male,African-American,0,0,0
55,0,Male,African-American,1,0,1
45,1,Male,African-American,0,0,0
25,1,Male,Caucasian,0,0,0
32,14,Male,African-American,0,1,1
69,3,Male,African-American,0,0,0
40,0,Female,Other,0,0,0
20,0,Male,Caucasian,1,1,0
26,2,Male,African-American,0,0,0
38,0,Male,Hispanic,0,0,0
20,2,Male,African-American,1,1,0
53,5,Male,African-American,0,0,0
27,0,Male,Hispanic,0,0,0
26,0,Male,Caucasian,0,1,1
26,2,Male,Caucasian,0,1,1
35,1,Male,African-American,1,0,1
34,1,Male,African-American,0,0,0
27,3,Male,African-American,0,1,1
57,8,Male,African-American,1,1,0
32,0,Male,African-American,0,1,1
22,0,Male,African-American,1,0,1
26,1,Female,African-American,1,1,0
51,16,Female,African-American,0,1,1
63,0,Male,Caucasian,0,0,0
19,2,Male,African-American,1,1,0
33,2,Male,African-American,0,0,0
33,0,Male,Caucasian,0,1,1
52,3,Male,Hispanic,0,0,0
29,6,Male,Caucasian,1,1,0
58,5,Male,Caucasian,0,0,0
61,0,Male,Caucasian,0,0,0
39,0,Male,Hispanic,0,0,0
61,1,Male,Hispanic,0,0,0
30,1,Male,African-American,0,0,0
26,9,Male,Caucasian,1,0,1
31,0,Female,African-American,0,0,0
27,2,Male,African-American,1,1,0
33,1,Female,Caucasian,0,0,0
42,0,Female,Caucasian,0,0,0
22,1,Male,African-American,1,0,1
35,7,Female,African-American,1,1,0
69,22,Male,African-American,0,1,1
26,9,Male,Hispanic,1,1,0
36,1,Female,African-American,0,0,0
29,3,Female,African-American,0,0,0
32,14,Male,African-American,1,1,0
21,1,Male,Hispanic,1,1,0
50,3,Female,Caucasian,0,1,1
31,0,Male,African-American,0,0,0
26,8,Male,African-American,1,1,0
44,0,Female,Hispanic,0,0,0
45,2,Male,Caucasian,0,0,0
31,0,Male,African-American,1,1,0
28,5,Male,African-American,1,1,0
24,1,Female,African-American,0,1,1
30,19,Male,African-American,1,0,1
37,0,Female,Caucasian,0,0,0
41,0,Female,Caucasian,0,1,1
44,29,Male,African-American,1,1,0
30,1,Female,Hispanic,0,0,0
24,5,Male,Other,0,1,1
27,1,Male,African-American,0,1,1
45,1,Male,Caucasian,1,0,1
26,0,Male,Hispanic,0,1,1
24,0,Male,Other,0,0,0
30,10,Male,African-American,1,1,0
21,0,Male,Hispanic,1,1,0
23,6,Male,Other,1,1,0
59,3,Male,Caucasian,1,0,1
23,0,Female,African-American,0,0,0
30,1,Male,Caucasian,0,0,0
24,1,Male,Caucasian,1,0,1
24,5,Male,Other,0,1,1
25,10,Male,African-American,1,1,0
43,15,Male,African-American,1,1,0
35,2,Male,Caucasian,1,0,1
29,4,Male,African-American,0,1,1
26,2,Male,African-American,0,1,1
35,1,Female,African-American,0,0,0
25,1,Male,Hispanic,0,0,0
28,16,Male,African-American,1,1,0
62,15,Male,African-American,0,1,1
42,0,Male,Hispanic,0,0,0
36,0,Male,African-American,0,0,0
22,3,Male,African-American,1,0,1
56,0,Male,African-American,0,1,1
34,11,Male,African-American,1,1,0
35,12,Male,Hispanic,0,1,1
22,2,Male,Hispanic,1,0,1
24,0,Male,Other,0,0,0
56,1,Female,Caucasian,1,0,1
51,5,Male,African-American,0,0,0
40,5,Male,African-American,1,1,0
28,2,Male,African-American,1,0,1
31,2,Male,African-American,1,0,1
29,2,Male,African-American,0,0,0
21,0,Female,Hispanic,1,0,1
22,2,Male,African-American,0,1,1
32,1,Male,Hispanic,0,0,0
25,5,Male,Caucasian,1,1,0
24,2,Male,African-American,1,0,1
48,2,Female,Caucasian,0,0,0
47,11,Male,Caucasian,0,1,1
27,1,Male,Caucasian,0,0,0
49,3,Male,African-American,0,0,0
22,0,Female,Caucasian,0,0,0
32,3,Male,African-American,1,0,1
53,0,Male,Other,0,0,0
20,0,Female,Other,0,1,1
26,1,Male,African-American,0,0,0
65,0,Male,Caucasian,0,0,0
22,0,Female,Caucasian,1,0,1
50,7,Male,African-American,1,0,1
35,5,Male,African-American,1,0,1
34,21,Male,African-American,1,1,0
26,11,Male,Native American,1,0,1
30,0,Male,African-American,0,0,0
46,7,Female,African-American,0,1,1
42,17,Male,African-American,1,1,0
28,0,Male,Caucasian,1,1,0
26,2,Male,Caucasian,0,1,1
49,14,Female,African-American,1,0,1
41,13,Male,African-American,1,1,0
38,0,Female,Other,0,0,0
49,7,Male,Other,1,1,0
25,2,Male,Caucasian,1,1,0
20,0,Male,Caucasian,0,1,1
51,1,Male,Caucasian,1,0,1
57,0,Male,African-American,0,1,1
32,1,Female,Caucasian,1,1,0
32,0,Female,African-American,0,0,0
43,4,Male,African-American,1,0,1
28,5,Male,African-American,0,1,1
20,8,Male,Other,1,1,0
51,3,Male,Caucasian,0,1,1
54,12,Male,African-American,1,1,0
27,13,Male,African-American,1,1,0
24,2,Male,Caucasian,0,1,1
38,1,Male,African-American,1,0,1
38,2,Female,Caucasian,0,0,0
23,0,Female,African-American,1,0,1
29,0,Male,African-American,0,1,1
31,3,Female,Caucasian,1,1,0
26,1,Male,Hispanic,1,0,1
74,0,Female,Caucasian,0,0,0
22,3,Male,African-American,0,0,0
20,0,Male,African-American,1,0,1
47,0,Male,African-American,0,1,1
38,4,Male,Caucasian,1,0,1
54,13,Male,African-American,0,1,1
35,5,Male,African-American,0,1,1
37,24,Male,African-American,0,1,1
28,9,Male,African-American,1,1,0
54,4,Male,African-American,1,0,1
40,15,Male,African-American,1,1,0
24,1,Male,African-American,1,0,1
31,16,Male,African-American,1,1,0
26,7,Male,African-American,1,1,0
42,0,Female,Caucasian,0,1,1
28,5,Male,African-American,0,1,1
33,5,Male,African-American,1,0,1
37,0,Male,Caucasian,0,0,0
35,7,Male,African-American,1,1,0
24,17,Male,African-American,1,1,0
28,7,Male,African-American,1,1,0
30,3,Male,African-American,1,0,1
31,6,Male,Caucasian,0,0,0
39,1,Female,African-American,1,0,1
36,0,Male,African-American,1,0,1
49,3,Male,African-American,0,0,0
40,0,Male,Caucasian,0,0,0
48,2,Male,Caucasian,0,1,1
24,1,Female,African-American,0,0,0
50,0,Male,Caucasian,1,0,1
49,0,Male,Caucasian,0,0,0
41,12,Male,African-American,1,0,1
30,2,Male,African-American,0,0,0
61,0,Male,Caucasian,0,0,0
31,1,Male,Hispanic,0,0,0
48,1,Male,Caucasian,0,0,0
28,1,Male,Hispanic,0,0,0
44,4,Male,Caucasian,1,0,1
21,0,Male,African-American,0,0,0
37,11,Male,African-American,1,0,1
26,0,Male,Caucasian,0,0,0
56,3,Male,Caucasian,0,0,0
39,0,Male,Caucasian,0,0,0
23,0,Female,African-American,1,0,1
22,1,Male,African-American,1,0,1
50,5,Male,African-American,0,0,0
56,2,Male,Caucasian,0,0,0
31,0,Male,African-American,0,0,0
25,3,Male,African-American,1,1,0
31,1,Female,Caucasian,0,1,1
40,0,Female,Caucasian,0,1,1
47,3,Male,African-American,1,0,1
35,0,Male,African-American,1,0,1
33,1,Male,Caucasian,1,1,0
23,1,Male,Caucasian,0,1,1
32,0,Female,African-American,1,1,0
23,3,Male,African-American,1,1,0
31,3,Male,Other,0,0,0
21,8,Male,African-American,1,1,0
36,4,Female,African-American,0,0,0
50,0,Male,African-American,0,0,0
49,8,Female,Caucasian,0,0,0
26,0,Male,African-American,0,0,0
56,0,Male,Caucasian,0,0,0
40,11,Male,African-American,1,1,0
34,5,Male,African-American,0,0,0
24,1,Male,African-American,1,1,0
24,2,Male,Hispanic,0,0,0
46,0,Male,Caucasian,0,0,0
28,1,Male,African-American,1,1,0
37,0,Male,Other,0,1,1
30,3,Male,Caucasian,0,1,1
56,22,Male,African-American,1,1,0
40,13,Female,African-American,1,1,0
46,3,Male,African-American,0,1,1
39,0,Male,Caucasian,0,0,0
32,21,Male,African-American,1,1,0
37,0,Male,Hispanic,1,0,1
29,3,Female,Caucasian,0,0,0
54,0,Male,African-American,1,0,1
24,1,Male,Caucasian,1,1,0
43,4,Male,Caucasian,0,1,1
24,1,Male,Caucasian,0,1,1
20,0,Female,Caucasian,1,0,1
45,0,Male,Caucasian,1,0,1
21,2,Male,African-American,0,0,0
24,4,Female,African-American,1,0,1
30,1,Male,African-American,1,0,1
50,2,Male,Hispanic,0,0,0
20,1,Female,Caucasian,0,1,1
33,7,Female,Caucasian,0,1,1
49,1,Male,African-American,0,1,1
35,0,Male,Caucasian,0,0,0
36,2,Male,African-American,0,0,0
25,14,Male,African-American,1,1,0
28,5,Male,Caucasian,0,1,1
28,2,Male,African-American,0,0,0
51,0,Male,Caucasian,0,0,0
24,6,Male,African-American,1,1,0
29,2,Male,African-American,1,0,1
22,0,Male,Caucasian,1,0,1
27,0,Male,Caucasian,1,0,1
22,1,Male,African-American,0,0,0
37,11,Male,African-American,1,1,0
26,4,Male,African-American,1,1,0
24,2,Female,African-American,0,0,0
25,28,Male,African-American,1,1,0
20,1,Male,African-American,1,1,0
48,7,Male,African-American,1,1,0
56,9,Male,African-American,0,1,1
28,0,Female,Other,0,0,0
34,16,Male,African-American,1,1,0
27,3,Male,African-American,1,1,0
28,2,Male,Caucasian,0,0,0
24,1,Male,Caucasian,0,1,1
43,12,Male,Caucasian,0,1,1
27,3,Male,African-American,0,0,0
26,5,Male,African-American,0,1,1
41,6,Male,African-American,0,0,0
51,14,Male,Other,1,1,0
28,3,Male,African-American,1,1,0
47,0,Male,Caucasian,0,0,0
60,0,Male,African-American,0,0,0
28,5,Female,Caucasian,1,1,0
54,0,Male,Other,0,0,0
24,0,Male,Hispanic,1,0,1
32,3,Male,African-American,1,0,1
26,2,Female,Caucasian,1,1,0
24,2,Male,Other,1,0,1
28,5,Male,African-American,0,0,0
34,19,Male,African-American,0,1,1
47,0,Male,African-American,1,0,1
28,7,Female,Caucasian,1,1,0
47,4,Female,African-American,0,0,0
29,0,Male,African-American,0,1,1
48,1,Female,African-American,0,0,0
55,0,Female,Caucasian,1,0,1
21,1,Female,African-American,1,0,1
20,0,Male,African-American,1,0,1
20,0,Female,African-American,0,0,0
32,0,Female,Caucasian,0,1,1
30,5,Female,Caucasian,1,1,0
35,2,Male,Caucasian,0,0,0
23,4,Male,Caucasian,1,1,0
39,1,Male,African-American,1,1,0
